restaurant_name,cuisine,rating,offer_name,area,pure_veg,location,price_num,ratings_count,primary_cuisine,is_veg,num_offers,avg_rating_by_cuisine,value_index,price_band,demand_index,rating_band,offer_tier,reliable_rating
Swagath Mess,"North Indian, Snacks",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,197.0,,North Indian,0,1,4.0570346320346315,,Mid (Rs150-300),998.6640264026403,,Low (1-2),0
Bhojanasyala,"South Indian, Chinese",4.0,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jubilee Hills,No,Hyderabad,400.0,1000.0,South Indian,0,1,4.09877408056042,1.0,Premium (Rs300-500),998.6640264026403,Average (3.5-4.0),Low (1-2),1
Moksha Sree Food Services,"Indian, Chinese",2.7,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jubilee Hills,No,Hyderabad,450.0,4.0,Indian,0,5,3.951452282157676,0.6,Premium (Rs300-500),998.6640264026403,Poor (<3.0),High (3+),0
Medley,"Italian, Continental",3.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jubilee Hills,Yes,Hyderabad,200.0,100.0,Italian,1,1,4.0,1.6,Mid (Rs150-300),998.6640264026403,Below Avg (3.0-3.5),Low (1-2),1
Eat On,"Snacks, Indian",3.5,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,250.0,10.0,Snacks,0,2,4.017559523809524,1.4,Mid (Rs150-300),998.6640264026403,Below Avg (3.0-3.5),Low (1-2),1
Sri Kanakadurga Kitchen,South Indian,4.3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,100.0,20.0,South Indian,0,2,4.09877408056042,4.3,Budget (<Rs150),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Sai Ram Mess,Indian,4.3,"FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hitec City,No,Hyderabad,300.0,1000.0,Indian,0,2,3.951452282157676,1.4333,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Sahya Kitchen,"Indian, Biryani",4.2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,200.0,9.0,Indian,0,2,3.951452282157676,2.1,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),0
Srinivasa Food Factory,"Chinese, Andhra",5.0,"SAVE BIG
10% OFF UPTO ₹100
USE JUMBOABOVE ₹300, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gachibowli,Yes,Hyderabad,750.0,3.0,Chinese,1,2,3.9882028665931646,0.6667,Luxury (Rs500+),998.6640264026403,Excellent (4.5+),Low (1-2),0
Fried House,"Fast Food, Italian-American",4.1,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,7.0,Fast Food,0,3,3.94530612244898,1.3667,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),High (3+),0
Biryani@79,"Biryani, South Indian",,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,200.0,,Biryani,0,2,3.829276895943562,,Mid (Rs150-300),998.6640264026403,,Low (1-2),0
Village Taste,"North Indian, Indian",4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,200.0,6.0,North Indian,0,1,4.0570346320346315,2.1,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),0
Wahh Parathas,Indian,,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,,Indian,0,1,3.951452282157676,,Mid (Rs150-300),998.6640264026403,,Low (1-2),0
29 Pasta Bay,"Pastas, Pizzas",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,,Pastas,0,1,4.035,,Mid (Rs150-300),998.6640264026403,,Low (1-2),0
Cherlas Cafe And Restaurant,Indian,4.2,"15% OFF UPTO ₹45
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,100.0,Indian,0,4,3.951452282157676,1.4,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),High (3+),1
Fitness Kitchen,Healthy Food,5.0,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ameerpet,No,Hyderabad,300.0,7.0,Healthy Food,0,3,4.303614457831325,1.6667,Mid (Rs150-300),998.6640264026403,Excellent (4.5+),High (3+),0
Siri Fruit Juice And Sides,"Chinese, Juices",4.3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹599, SAVE BIG
20% OFF UPTO ₹120
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,100.0,Chinese,0,4,3.9882028665931646,1.4333,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),High (3+),1
Coco Fried Dhum Biryani,"Biryani, Beverages",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,,Biryani,0,1,3.829276895943562,,Mid (Rs150-300),998.6640264026403,,Low (1-2),0
KERRIMO-Delicious Double Decker,"Snacks, Fast Food",3.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,3.0,Snacks,0,1,4.017559523809524,1.1667,Mid (Rs150-300),998.6640264026403,Below Avg (3.0-3.5),Low (1-2),0
V Zesty Bakers,Bakery,,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,750.0,,Bakery,0,1,4.052369668246445,,Luxury (Rs500+),998.6640264026403,,Low (1-2),0
Chilli Santosh Dhaba,"North Indian, Biryani",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Tolichowki,Yes,Hyderabad,300.0,,North Indian,1,1,4.0570346320346315,,Mid (Rs150-300),998.6640264026403,,Low (1-2),0
Taste & Go,"South Indian, Biryani",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,200.0,,South Indian,0,1,4.09877408056042,,Mid (Rs150-300),998.6640264026403,,Low (1-2),0
Phoking Yum Chinesewala,"Chinese, Fast Food",3.9,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹299, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹800, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gachibowli,No,Hyderabad,200.0,1000.0,Chinese,0,5,3.9882028665931646,1.95,Mid (Rs150-300),998.6640264026403,Average (3.5-4.0),High (3+),1
FOOD FORMULA,"North Indian, Chinese",3.3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, SAVE BIG
50% OFF UPTO ₹250
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,200.0,7.0,North Indian,0,3,4.0570346320346315,1.65,Mid (Rs150-300),998.6640264026403,Below Avg (3.0-3.5),High (3+),0
M S Food Court,"Indian, Biryani",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gachibowli,No,Hyderabad,230.0,,Indian,0,1,3.951452282157676,,Mid (Rs150-300),998.6640264026403,,Low (1-2),0
Wooden Spoon Restaurant,Sweets,3.9,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT 10% OFF
USE TRYNEWABOVE ₹159",Manikonda,No,Hyderabad,600.0,9.0,Sweets,0,3,4.2801282051282055,0.65,Luxury (Rs500+),998.6640264026403,Average (3.5-4.0),High (3+),0
Happyness Reloaded,"Indian, Chinese",4.1,"FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹350, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT 30% OFF
USE TRYNEWABOVE ₹159",Vip Hills,No,Hyderabad,250.0,100.0,Indian,0,3,3.951452282157676,1.64,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),High (3+),1
Fusion Fast Food,Chinese,4.3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,10.0,Chinese,0,3,3.9882028665931646,1.4333,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),High (3+),1
Dear Meal,"South Indian, Indian",3.9,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,400.0,20.0,South Indian,0,4,4.09877408056042,0.975,Premium (Rs300-500),998.6640264026403,Average (3.5-4.0),High (3+),1
Hoteliers Kitchen,"Chinese, Biryani",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ameerpet,No,Hyderabad,200.0,,Chinese,0,1,3.9882028665931646,,Mid (Rs150-300),998.6640264026403,,Low (1-2),0
Kumbakarna Kitchen,"Biryani, Chinese",4.1,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,20.0,Biryani,0,2,3.829276895943562,1.3667,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Ally'S Kitchen,"Italian, Continental",3.6,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Toli Chowki,No,Hyderabad,250.0,100.0,Italian,0,2,4.0,1.44,Mid (Rs150-300),998.6640264026403,Average (3.5-4.0),Low (1-2),1
Venu Restaurant,"North Indian, Tandoor",3.7,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,300.0,9.0,North Indian,0,3,4.0570346320346315,1.2333,Mid (Rs150-300),998.6640264026403,Average (3.5-4.0),High (3+),0
Balayya Biryani,"Biryani, North Indian",4.0,"FLAT 30% OFF
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,500.0,Biryani,0,2,3.829276895943562,1.3333,Mid (Rs150-300),998.6640264026403,Average (3.5-4.0),Low (1-2),1
1980s Military Hotel,Indian,4.1,"FLAT DEAL
FLAT ₹75 OFF
USE FLATDEALABOVE ₹299, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1300, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,250.0,1000.0,Indian,0,3,3.951452282157676,1.64,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),High (3+),1
Naaz Mandi,Indian,3.8,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹1100, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gachibowli,No,Hyderabad,700.0,100.0,Indian,0,4,3.951452282157676,0.5429,Luxury (Rs500+),998.6640264026403,Average (3.5-4.0),High (3+),1
D&D Foodies,"Indian, Biryani",4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shaikpet,No,Hyderabad,300.0,1000.0,Indian,0,1,3.951452282157676,1.4,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Cherry Multicuisine Family Restaurant,"North Indian, Chinese",3.9,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹75 OFF
USE FLATDEALABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shaikpet,No,Hyderabad,250.0,1000.0,North Indian,0,4,4.0570346320346315,1.56,Mid (Rs150-300),998.6640264026403,Average (3.5-4.0),High (3+),1
Vivaha Bhojanambu,"South Indian, Biryani",3.6,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹299, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",The Sky View Raidurg,No,Hyderabad,500.0,500.0,South Indian,0,3,4.09877408056042,0.72,Premium (Rs300-500),998.6640264026403,Average (3.5-4.0),High (3+),1
Savla'S Home Food,"North Indian, Jain",4.4,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vip Hills,Yes,Hyderabad,250.0,10000.0,North Indian,1,3,4.0570346320346315,1.76,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),High (3+),1
Hari Kishan Foods,"South Indian, Biryani",4.2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,300.0,100.0,South Indian,0,4,4.09877408056042,1.4,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),High (3+),1
Red Bucket Biryani,"Biryani, Snacks",4.0,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,500.0,500.0,Biryani,0,2,3.829276895943562,0.8,Premium (Rs300-500),998.6640264026403,Average (3.5-4.0),Low (1-2),1
Giani,Ice Cream,4.1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,Yes,Hyderabad,400.0,50.0,Ice Cream,1,1,4.292817679558011,1.025,Premium (Rs300-500),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Pizza House,"Pizzas, Snacks",3.3,"25% OFF UPTO ₹65
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Tolichowki,No,Hyderabad,450.0,50.0,Pizzas,0,2,3.95,0.7333,Premium (Rs300-500),998.6640264026403,Below Avg (3.0-3.5),Low (1-2),1
The Shawarma Company,"Lebanese, Pizzas",4.1,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,250.0,50.0,Lebanese,0,2,3.988,1.64,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Pepper 69,"Chinese, Indian",4.0,"40% OFF UPTO ₹80
USE SPECIALSON SELECT ITEMS, 40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,200.0,1000.0,Chinese,0,4,3.9882028665931646,2.0,Mid (Rs150-300),998.6640264026403,Average (3.5-4.0),High (3+),1
Pappannam,"South Indian, Andhra",4.1,"60% OFF UPTO ₹120
USE SPECIALSON SELECT ITEMS, 20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹75 OFF
USE FLATDEALABOVE ₹300, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mega Hills,No,Hyderabad,250.0,1000.0,South Indian,0,5,4.09877408056042,1.64,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),High (3+),1
Usha Mulpuri'S Kitchen,"Chinese, Biryani",3.4,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,1200.0,100.0,Chinese,0,2,3.9882028665931646,0.2833,Luxury (Rs500+),998.6640264026403,Below Avg (3.0-3.5),Low (1-2),1
A1 Chinese Fast Food Biryanis,"Chinese, Biryani",4.1,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,149.0,500.0,Chinese,0,3,3.9882028665931646,2.7517,Budget (<Rs150),998.6640264026403,Good (4.0-4.5),High (3+),1
Deccan Darbar,"Chinese, Biryani",,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,600.0,,Chinese,0,2,3.9882028665931646,,Luxury (Rs500+),998.6640264026403,,Low (1-2),0
Naomi Patisserie & Bistro,"Pizzas, Desserts",4.3,"FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹899, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jubilee Hills,No,Hyderabad,800.0,100.0,Pizzas,0,2,3.95,0.5375,Luxury (Rs500+),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Seema Vindhu,"South Indian, Snacks",4.0,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,200.0,50.0,South Indian,0,4,4.09877408056042,2.0,Mid (Rs150-300),998.6640264026403,Average (3.5-4.0),High (3+),1
Burger Wala,"Burgers, Pizzas",,"25% OFF UPTO ₹65
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Tolichowki,No,Hyderabad,450.0,,Burgers,0,2,4.06969696969697,,Premium (Rs300-500),998.6640264026403,,Low (1-2),0
Simhapuri Military Hotel,"Indian, Biryani",4.1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,320.0,500.0,Indian,0,1,3.951452282157676,1.2812,Premium (Rs300-500),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Hog House Of Gourmet,"Continental, Desserts",4.5,"FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jubilee Hills,No,Hyderabad,1300.0,50.0,Continental,0,2,3.966666666666667,0.3462,Luxury (Rs500+),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Taram Kitchen,"Andhra, Indian",4.6,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹200 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,500.0,100.0,Andhra,0,5,3.9108108108108106,0.92,Premium (Rs300-500),998.6640264026403,Excellent (4.5+),High (3+),1
Khana Lagao,Indian,4.0,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹175 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,300.0,100.0,Indian,0,3,3.951452282157676,1.3333,Mid (Rs150-300),998.6640264026403,Average (3.5-4.0),High (3+),1
Old City,"Snacks, Indian",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jubilee Hills,No,Hyderabad,250.0,100.0,Snacks,0,1,4.017559523809524,1.72,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Telangana Mess,"Biryani, Indian",4.4,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,500.0,20.0,Biryani,0,2,3.829276895943562,0.88,Premium (Rs300-500),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Mouria'S Food Bowls,"South Indian, North Indian",4.3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,20.0,South Indian,0,5,4.09877408056042,1.4333,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),High (3+),1
Annapurna Mess,"Biryani, Chinese",4.0,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,400.0,500.0,Biryani,0,1,3.829276895943562,1.0,Premium (Rs300-500),998.6640264026403,Average (3.5-4.0),Low (1-2),1
Minerva Xpress,South Indian,4.2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,Yes,Hyderabad,300.0,10000.0,South Indian,1,2,4.09877408056042,1.4,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Mirchi'S,"Andhra, Biryani",3.0,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hitech City,No,Hyderabad,400.0,500.0,Andhra,0,1,3.9108108108108106,0.75,Premium (Rs300-500),998.6640264026403,Poor (<3.0),Low (1-2),1
FFC (Funchick Fried Chicken),"Continental, Chinese",3.7,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gachibowli,No,Hyderabad,200.0,20.0,Continental,0,1,3.966666666666667,1.85,Mid (Rs150-300),998.6640264026403,Average (3.5-4.0),Low (1-2),1
Appam House,"North Indian, Indian",4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,200.0,50.0,North Indian,0,1,4.0570346320346315,2.1,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Ciao The Pasta Bar,"Italian, Pastas",2.8,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jubilee Hills,No,Hyderabad,800.0,3.0,Italian,0,1,4.0,0.35,Luxury (Rs500+),998.6640264026403,Poor (<3.0),Low (1-2),0
The Rustic Spin,"Desserts, Italian",,"SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,Yes,Hyderabad,400.0,,Desserts,1,2,4.173720136518772,,Premium (Rs300-500),998.6640264026403,,Low (1-2),0
Rotiwala,"Indian, Biryani",,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,300.0,,Indian,0,2,3.951452282157676,,Mid (Rs150-300),998.6640264026403,,Low (1-2),0
Spice On Wheels,"Chinese, Pizzas",3.1,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,200.0,6.0,Chinese,0,3,3.9882028665931646,1.55,Mid (Rs150-300),998.6640264026403,Below Avg (3.0-3.5),High (3+),0
Bake Bar,"Bakery, Desserts",3.8,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jubilee Hills,No,Hyderabad,650.0,3.0,Bakery,0,2,4.052369668246445,0.5846,Luxury (Rs500+),998.6640264026403,Average (3.5-4.0),Low (1-2),0
Sri Laxmi Vegetarian Mess,"Indian, Thalis",4.3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,Yes,Hyderabad,300.0,100.0,Indian,1,2,3.951452282157676,1.4333,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Qissa Mandi Restaurant,Indian,4.0,"SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,500.0,20.0,Indian,0,2,3.951452282157676,0.8,Premium (Rs300-500),998.6640264026403,Average (3.5-4.0),Low (1-2),1
Sri Balaji Fast Food Center,"Chinese, Biryani",4.1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sri Balaji Fast Food Center,No,Hyderabad,220.0,50.0,Chinese,0,1,3.9882028665931646,1.8636,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Delicious Food,"North Indian, Biryani",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,No,Hyderabad,249.0,20.0,North Indian,0,1,4.0570346320346315,1.8072,Mid (Rs150-300),998.6640264026403,Good (4.0-4.5),Low (1-2),1
Maize & Beans,"Snacks, Burgers",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jubilee Hills,Yes,Hyderabad,1500.0,,Snacks,1,1,4.017559523809524,,Luxury (Rs500+),998.6640264026403,,Low (1-2),0
Fruit Punch,"Beverages, Juices",3.0,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹299, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Manikonda,Yes,Hyderabad,200.0,20.0,Beverages,1,3,4.054568527918781,1.5,Mid (Rs150-300),998.6640264026403,Poor (<3.0),High (3+),1
CRAZY CAKES,Bakery,2.8,"SAVE BIG
10% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhapur,No,Hyderabad,300.0,5.0,Bakery,0,2,4.052369668246445,0.9333,Mid (Rs150-300),998.6640264026403,Poor (<3.0),Low (1-2),0
